nabirds_id,inat_taxon_id,ebird_species_code,taxon_order,kingdom,phylum,class,order,family,genus,specific_epithet,scientific_name,kingdom_common_name,phylum_common_name,class_common_name,order_common_name,family_common_name,genus_common_name,common_name
126,3864,leasan,6035.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Calidris minutilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Least Sandpiper
521,3864,leasan,6035.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Calidris minutilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Least Sandpiper
117,3862,semsan,6043.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Calidris pusilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Semipalmated Sandpiper
519,3862,semsan,6043.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Calidris pusilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Semipalmated Sandpiper
121,3855,wessan,6045.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Calidris mauri,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Western Sandpiper
520,3855,wessan,6045.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Calidris mauri,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Sandpipers,Western Sandpiper
146,3869,shbdow,6050.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Limnodromus griseus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Dowitchers,Short-billed Dowitcher
522,3869,shbdow,6050.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Limnodromus griseus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Dowitchers,Short-billed Dowitcher
154,3936,amewoo,6064.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,Scolopax minor,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Woodcocks,American Woodcock
524,3936,amewoo,6064.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,Scolopax minor,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Woodcocks,American Woodcock
149,144496,wilsni1,6086.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Gallinago delicata,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Snipes,Wilson's Snipe
523,144496,wilsni1,6086.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Gallinago delicata,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Typical Snipes,Wilson's Snipe
158,144497,wilpha,6110.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Phalaropus tricolor,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Phalaropes,Wilson's Phalarope
371,144497,wilpha,6110.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Phalaropus tricolor,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Phalaropes,Wilson's Phalarope
670,144497,wilpha,6110.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Phalaropus tricolor,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Phalaropes,Wilson's Phalarope
56,72458,sposan,6116.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Actitis macularius,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Common and Spotted Sandpipers,Spotted Sandpiper
368,72458,sposan,6116.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Actitis macularius,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Common and Spotted Sandpipers,Spotted Sandpiper
667,72458,sposan,6116.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Actitis macularius,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,Common and Spotted Sandpipers,Spotted Sandpiper
59,3875,solsan,6119.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,solitaria,Tringa solitaria,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Solitary Sandpiper
509,3875,solsan,6119.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,solitaria,Tringa solitaria,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Solitary Sandpiper
65,3892,greyel,6126.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,melanoleuca,Tringa melanoleuca,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Greater Yellowlegs
510,3892,greyel,6126.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,melanoleuca,Tringa melanoleuca,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Greater Yellowlegs
70,144491,willet1,6130.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Tringa semipalmata,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Willet
511,144491,willet1,6130.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Tringa semipalmata,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Willet
78,3893,lesyel,6133.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,flavipes,Tringa flavipes,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Lesser Yellowlegs
512,3893,lesyel,6133.0,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,flavipes,Tringa flavipes,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies",Sandpipers and Allies,"Shanks, Tattlers, and Allies",Lesser Yellowlegs
144,4418,blkgui,6306.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Cepphus grylle,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Black Guillemot
392,4418,blkgui,6306.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Cepphus grylle,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Black Guillemot
599,4418,blkgui,6306.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Cepphus grylle,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Black Guillemot
190,4415,piggui,6313.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Cepphus columba,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Pigeon Guillemot
393,4415,piggui,6313.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Cepphus columba,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Pigeon Guillemot
600,4415,piggui,6313.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Cepphus columba,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Auks, Murres, Guillemots, and Puffins",True Guillemots,Pigeon Guillemot
145,4494,bklkit,6355.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Rissa tridactyla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Kittiwakes,Black-legged Kittiwake
394,4494,bklkit,6355.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Rissa tridactyla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Kittiwakes,Black-legged Kittiwake
601,4494,bklkit,6355.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Rissa tridactyla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Kittiwakes,Black-legged Kittiwake
191,144502,bongul,6368.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,philadelphia,Chroicocephalus philadelphia,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Masked Gulls,Bonaparte's Gull
446,144502,bongul,6368.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,philadelphia,Chroicocephalus philadelphia,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Masked Gulls,Bonaparte's Gull
218,144514,laugul,6396.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Leucophaeus atricilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Hooded Gulls,Laughing Gull
395,144514,laugul,6396.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Leucophaeus atricilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Hooded Gulls,Laughing Gull
602,144514,laugul,6396.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Leucophaeus atricilla,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Hooded Gulls,Laughing Gull
232,4353,heegul,6418.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Larus heermanni,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Heermann's Gull
396,4353,heegul,6418.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Larus heermanni,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Heermann's Gull
603,4353,heegul,6418.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Larus heermanni,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Heermann's Gull
237,4356,mewgul,6419.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Larus canus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Common Gull
447,4356,mewgul,6419.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Larus canus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Common Gull
240,4364,ribgul,6427.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Larus delawarensis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Ring-billed Gull
397,4364,ribgul,6427.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Larus delawarensis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Ring-billed Gull
604,4364,ribgul,6427.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Larus delawarensis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Ring-billed Gull
239,4345,wesgul,6432.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Larus occidentalis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Western Gull
398,4345,wesgul,6432.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Larus occidentalis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Western Gull
605,4345,wesgul,6432.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Larus occidentalis,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Western Gull
241,4385,calgul,6437.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,Larus californicus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,California Gull
399,4385,calgul,6437.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,Larus californicus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,California Gull
606,4385,calgul,6437.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,Larus californicus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,California Gull
242,204533,hergul,6440.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Larus argentatus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Herring Gull
400,204533,hergul,6440.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Larus argentatus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Herring Gull
607,204533,hergul,6440.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Larus argentatus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Herring Gull
243,4399,glwgul,6484.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Larus glaucescens,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Glaucous-winged Gull
401,4399,glwgul,6484.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Larus glaucescens,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Glaucous-winged Gull
608,4399,glwgul,6484.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Larus glaucescens,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Glaucous-winged Gull
244,4368,gbbgul,6499.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Larus marinus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Great Black-backed Gull
402,4368,gbbgul,6499.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Larus marinus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Great Black-backed Gull
609,4368,gbbgul,6499.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Larus marinus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Large White-headed Gulls,Great Black-backed Gull
245,144537,caster1,6598.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Hydroprogne caspia,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",,Caspian Tern
448,144537,caster1,6598.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Hydroprogne caspia,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",,Caspian Tern
246,4512,blkter,6600.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Chlidonias niger,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Marsh Terns,Black Tern
449,4512,blkter,6600.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Chlidonias niger,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Marsh Terns,Black Tern
247,4450,comter,6623.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Sterna hirundo,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Typical Terns,Common Tern
450,4450,comter,6623.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Sterna hirundo,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Typical Terns,Common Tern
248,4457,forter,6643.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Sterna forsteri,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Typical Terns,Forster's Tern
451,4457,forter,6643.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Sterna forsteri,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Typical Terns,Forster's Tern
249,144539,royter1,6654.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Thalasseus maximus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Crested Terns,Royal Tern
452,144539,royter1,6654.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Thalasseus maximus,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Crested Terns,Royal Tern
250,4496,blkski,6680.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Rynchops niger,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Skimmers,Black Skimmer
453,4496,blkski,6680.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Rynchops niger,Animals,Chordates,Birds,"Gulls, Buttonquails, Sandpipers, Plovers and Allies","Gulls, Terns, and Skimmers",Skimmers,Black Skimmer
74,4627,retloo,6714.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,Gavia stellata,Animals,Chordates,Birds,Loons,Loons,Loons,Red-throated Loon
341,4627,retloo,6714.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,Gavia stellata,Animals,Chordates,Birds,Loons,Loons,Loons,Red-throated Loon
640,4627,retloo,6714.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,Gavia stellata,Animals,Chordates,Birds,Loons,Loons,Loons,Red-throated Loon
132,4621,pacloo,6718.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,pacifica,Gavia pacifica,Animals,Chordates,Birds,Loons,Loons,Loons,Pacific Loon
342,4621,pacloo,6718.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,pacifica,Gavia pacifica,Animals,Chordates,Birds,Loons,Loons,Loons,Pacific Loon
641,4621,pacloo,6718.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,pacifica,Gavia pacifica,Animals,Chordates,Birds,Loons,Loons,Loons,Pacific Loon
194,4626,comloo,6720.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,Gavia immer,Animals,Chordates,Birds,Loons,Loons,Loons,Common Loon
343,4626,comloo,6720.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,Gavia immer,Animals,Chordates,Birds,Loons,Loons,Loons,Common Loon
642,4626,comloo,6720.0,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,Gavia immer,Animals,Chordates,Birds,Loons,Loons,Loons,Common Loon
133,4742,woosto,7075.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Animals,Chordates,Birds,Storks,Storks,Mycteria Storks,Wood Stork
473,4742,woosto,7075.0,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Animals,Chordates,Birds,Storks,Storks,Mycteria Storks,Wood Stork
44,3802,norgan,7125.0,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Morus bassanus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Boobies and Gannets,Gannets,Northern Gannet
347,3802,norgan,7125.0,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Morus bassanus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Boobies and Gannets,Gannets,Northern Gannet
646,3802,norgan,7125.0,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Morus bassanus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Boobies and Gannets,Gannets,Northern Gannet
221,5063,anhing,7130.0,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga anhinga,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Darters,Snakebirds,Anhinga
477,5063,anhing,7130.0,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga anhinga,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Darters,Snakebirds,Anhinga
75,1289607,bracor,7151.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,penicillatus,Urile penicillatus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,North Pacific Cormorants,Townsend's Cormorant
474,1289607,bracor,7151.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,penicillatus,Urile penicillatus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,North Pacific Cormorants,Townsend's Cormorant
195,1289605,pelcor,7153.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,pelagicus,Urile pelagicus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,North Pacific Cormorants,Pelagic Cormorant
476,1289605,pelcor,7153.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,pelagicus,Urile pelagicus,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,North Pacific Cormorants,Pelagic Cormorant
170,4270,grecor,7159.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Phalacrocorax carbo,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,Typical Cormorants and Shags,Great Cormorant
349,4270,grecor,7159.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Phalacrocorax carbo,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,Typical Cormorants and Shags,Great Cormorant
648,4270,grecor,7159.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Phalacrocorax carbo,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,Typical Cormorants and Shags,Great Cormorant
134,1454382,doccor,7188.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,auritum,Nannopterum auritum,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,American Cormorants,Double-crested Cormorant
348,1454382,doccor,7188.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,auritum,Nannopterum auritum,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,American Cormorants,Double-crested Cormorant
647,1454382,doccor,7188.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,auritum,Nannopterum auritum,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,American Cormorants,Double-crested Cormorant
104,1289601,neocor,7195.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,brasilianum,Nannopterum brasilianum,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,American Cormorants,Olivaceous Cormorant
475,1289601,neocor,7195.0,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,brasilianum,Nannopterum brasilianum,Animals,Chordates,Birds,"Gannets, Cormorants, and Allies",Cormorants and Shags,American Cormorants,Olivaceous Cormorant
29,4334,amwpel,7223.0,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,Animals,Chordates,Birds,"Pelicans, Herons, Ibises, and Allies",Pelicans,Pelicans,American White Pelican
478,4334,amwpel,7223.0,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,Animals,Chordates,Birds,"Pelicans, Herons, Ibises, and Allies",Pelicans,Pelicans,American White Pelican
41,4328,brnpel,7224.0,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,Pelecanus occidentalis,Animals,Chordates,Birds,"Pelicans, Herons, Ibises, and Allies",Pelicans,Pelicans,Brown Pelican
